Ensembl Gene ID	Chromosome Name	Associated Gene Name	Gene type	EntrezGene ID	HGNC ID(s)
ENSG00000274086	X	FMR1-AS1_2	misc_RNA		
ENSG00000206282	CHR_HSCHR6_MHC_QBL_CTG1	RGL2	protein_coding	5863	HGNC:9769
ENSG00000274452	17	U2	snRNA		
ENSG00000279755	5	RP11-191F9.2	TEC		
ENSG00000197185	X	SSXP1	unprocessed_pseudogene		HGNC:30637
ENSG00000200428	12	Y_RNA	misc_RNA		
ENSG00000254419	20	RP11-261P9.4	sense_intronic		
ENSG00000253793	8	RP11-293D9.2	processed_pseudogene		
ENSG00000223217	17	RNU6-938P	snRNA		HGNC:47901
ENSG00000124193	20	SRSF6	protein_coding	6431	HGNC:10788
ENSG00000200153	16	RNU6-23P	snRNA		HGNC:34267
ENSG00000278023	17	RDM1	protein_coding	201299	HGNC:19950
ENSG00000185650	14	ZFP36L1	protein_coding	677	HGNC:1107
ENSG00000223158	13	RNY1P3	misc_RNA		HGNC:42480
ENSG00000242381	13	RN7SL741P	misc_RNA		HGNC:46757
ENSG00000184611	2	KCNH7	protein_coding	90134	HGNC:18863
ENSG00000277134	CHR_HSCHR19_4_CTG3_1	LILRB1	protein_coding	10859	HGNC:6605
ENSG00000278640	11	Metazoa_SRP	misc_RNA		
ENSG00000269964	6	MEI4	protein_coding	101928601	HGNC:43638
ENSG00000170522	4	ELOVL6	protein_coding	79071	HGNC:15829
ENSG00000263558	17	RN7SL716P	misc_RNA		HGNC:46732
ENSG00000259964	15	THSD4-AS1	antisense		HGNC:51420
ENSG00000202177	3	Y_RNA	misc_RNA		
ENSG00000257429	12	RP11-272K23.3	antisense		
ENSG00000083828	19	ZNF586	protein_coding	54807	HGNC:25949
ENSG00000090238	16	YPEL3	protein_coding	83719	HGNC:18327
ENSG00000200257	17	RNU6-97P	snRNA		HGNC:47060
ENSG00000272650	4	RP11-571I18.4	lincRNA		
ENSG00000265924	5	MIR5692C1	miRNA	100847082	HGNC:43506
ENSG00000103126	16	AXIN1	protein_coding	8312	HGNC:903
ENSG00000278359	11	MIR7155	miRNA	102466815	HGNC:50005
ENSG00000236621	11	OR52E1	pseudogene		HGNC:14766
ENSG00000225876	Y	AC024067.1	unprocessed_pseudogene		
ENSG00000240583	7	AQP1	protein_coding	358	HGNC:633
ENSG00000240233	14	RN7SL587P	misc_RNA		HGNC:46603
ENSG00000200204	16	RNU1-22P	snRNA		HGNC:41963
ENSG00000242638	3	RN7SL294P	misc_RNA		HGNC:46310
ENSG00000275992	15	RN7SL327P	misc_RNA		HGNC:46343
ENSG00000224279	22	RP1-199H16.6	processed_pseudogene		
ENSG00000243424	8	RN7SL107P	misc_RNA		HGNC:46123
ENSG00000175311	16	ANKS4B	protein_coding	257629	HGNC:26795
ENSG00000283126	13	MIR1297	miRNA	100302187	HGNC:35289
ENSG00000263963	5	MIR4461	miRNA	100616209	HGNC:41656
ENSG00000267149	19	CTC-550B14.6	processed_transcript		
ENSG00000115556	2	PLCD4	protein_coding	84812	HGNC:9062
ENSG00000199691	20	RN7SKP173	misc_RNA		HGNC:45897
ENSG00000244480	7	AC005154.7	transcribed_processed_pseudogene		
ENSG00000274185	CHR_HSCHR19LRC_PGF2_CTG3_1	LILRA4	protein_coding	23547	HGNC:15503
ENSG00000270133	5	CTC-303L1.2	sense_intronic		
ENSG00000207357	19	RNU6-2	snRNA	103625684	HGNC:34270
ENSG00000253471	8	RP11-175E9.1	lincRNA		
ENSG00000276341	CHR_HSCHR19LRC_LRC_I_CTG3_1	RDH13	protein_coding	112724	HGNC:19978
ENSG00000252644	14	RNU7-30P	snRNA		HGNC:34126
ENSG00000274816	16	MIR6772	miRNA	102465463	HGNC:50064
ENSG00000261308	12	FIGNL2	processed_pseudogene		HGNC:13287
ENSG00000277666	KI270727.1	AC136352.2	protein_coding		
ENSG00000236129	11	AP002856.4	lincRNA		
ENSG00000278451	12	RP11-923I11.8	antisense		
ENSG00000207940	3	MIR567	miRNA	693152	HGNC:32823
ENSG00000205622	21	AF064858.6	lincRNA		
ENSG00000238344	14	SNORD126	snoRNA		HGNC:33565
ENSG00000224899	7	RP11-3B12.5	lincRNA		
ENSG00000280291	15	RP11-759A24.2	TEC		
ENSG00000277888	8	MIR6846	miRNA	102465509	HGNC:50026
ENSG00000185261	5	KIAA0825	protein_coding	285600	HGNC:28532
ENSG00000278670	CHR_HSCHR19LRC_LRC_I_CTG3_1	GP6	protein_coding	51206	HGNC:14388
ENSG00000283296	1	MIR4256	miRNA	100422976	HGNC:38388
ENSG00000253859	8	RP11-157I4.4	antisense		
ENSG00000276158	X	MIR1264	miRNA	100302251	HGNC:35246
ENSG00000251661	11	RP11-326C3.11	antisense		
ENSG00000154316	8	TDH	transcribed_unitary_pseudogene	157739	HGNC:15547
ENSG00000199308	19	RNU6-222P	snRNA		HGNC:47185
ENSG00000233619	Y	AC006328.9	processed_pseudogene		
ENSG00000207930	10	MIR603	miRNA	693188	HGNC:32859
ENSG00000264089	2	MIR3681	miRNA	100500884	HGNC:38994
ENSG00000283298	3	MIR4272	miRNA	100422941	HGNC:38303
ENSG00000253592	2	IGKV2-38	IG_V_pseudogene		HGNC:5787
ENSG00000242068	3	RP11-259P15.4	processed_pseudogene		
ENSG00000212247	20	RNU6-278P	snRNA		HGNC:47241
ENSG00000202469	X	Y_RNA	misc_RNA		
ENSG00000266807	6	MIR548H5	miRNA	100616455	HGNC:41768
ENSG00000255375	11	RP1-65P5.5	lincRNA		
ENSG00000266231	CHR_HSCHR6_MHC_APD_CTG1	U6	snRNA		
ENSG00000164122	4	ASB5	protein_coding	140458	HGNC:17180
ENSG00000271639	2	RP11-289A15.1	processed_pseudogene		
ENSG00000202188	15	SNORD115-31	snoRNA	100033805	HGNC:33050
ENSG00000232310	6	RP11-557H15.4	lincRNA		
ENSG00000142089	11	IFITM3	protein_coding	10410	HGNC:5414
ENSG00000277628	2	Metazoa_SRP	misc_RNA		
ENSG00000204703	6	OR2B3	protein_coding	442184	HGNC:8238
ENSG00000278449	7	MIR6892	miRNA	102465538	HGNC:50053
ENSG00000206315	CHR_HSCHR6_MHC_QBL_CTG1	PBX2	protein_coding	5089	HGNC:8633
ENSG00000202354	7	RNY3	misc_RNA	6085	HGNC:10243
ENSG00000134253	1	TRIM45	protein_coding	80263	HGNC:19018
ENSG00000283238	2	MIR1245B	miRNA	100616324	HGNC:41794
ENSG00000277073	5	MIR6131	miRNA	102465138	HGNC:49929
ENSG00000252138	16	SNORA40	snoRNA		
ENSG00000227681	6	RP11-307P5.1	lincRNA		
ENSG00000137573	8	SULF1	protein_coding	23213	HGNC:20391
ENSG00000252930	X	RNU6-1015P	snRNA		HGNC:47978
ENSG00000274068	1	RP11-475E11.9	protein_coding		
ENSG00000264692	CHR_HSCHR6_MHC_COX_CTG1	Y_RNA	misc_RNA		
ENSG00000207032	9	Y_RNA	misc_RNA		
ENSG00000270255	8	RP11-420B22.2	processed_pseudogene		
ENSG00000252097	18	RNU6-346P	snRNA		HGNC:47309
ENSG00000254002	8	RP11-213G6.2	lincRNA		
ENSG00000200763	2	RNU6-961P	snRNA		HGNC:47924
ENSG00000221400	10	U3	snoRNA		
ENSG00000181626	18	ANKRD62	protein_coding	342850	HGNC:35241
ENSG00000265456	X	MIR3672	miRNA	100500869	HGNC:38957
ENSG00000201502	12	SNORD74	snoRNA		
ENSG00000251394	CHR_HSCHR6_MHC_COX_CTG1	OR12D3	protein_coding	81797	HGNC:13963
ENSG00000131941	19	RHPN2	protein_coding	85415	HGNC:19974
ENSG00000222838	3	RNA5SP136	rRNA		HGNC:43036
ENSG00000007520	16	TSR3	protein_coding	115939	HGNC:14175
ENSG00000242307	16	RPS26P52	processed_pseudogene		HGNC:36863
ENSG00000265116	CHR_HSCHR6_MHC_MANN_CTG1	SNORD117	snoRNA	692233	HGNC:32742
ENSG00000270988	8	RP11-439C15.5	lincRNA		
ENSG00000130226	7	DPP6	protein_coding	1804	HGNC:3010
ENSG00000201330	6	SNORD32B	snoRNA	692092	HGNC:32719
ENSG00000184954	12	OR6C70	protein_coding	390327	HGNC:31299
ENSG00000206599	19	RNU6-841P	snRNA		HGNC:47804
ENSG00000249803	5	RP11-114H21.2	lincRNA		
ENSG00000242371	2	IGKV1-39	IG_V_gene		HGNC:5740
ENSG00000199404	7	RNA5SP250	rRNA		HGNC:43150
ENSG00000226717	9	PTPRD-AS2	lincRNA	101929428	HGNC:49754
ENSG00000271118	8	RP11-175E9.2	processed_pseudogene		
ENSG00000243125	2	RN7SL807P	misc_RNA		HGNC:46823
ENSG00000119335	9	SET	protein_coding	6418	HGNC:10760
ENSG00000250284	5	CTB-1I21.1	lincRNA		
ENSG00000234248	10	RP11-799O21.2	lincRNA		
ENSG00000277167	CHR_HSCHR15_4_CTG8	Metazoa_SRP	misc_RNA		
ENSG00000225569	X	CCT4P2	processed_pseudogene		HGNC:35141
ENSG00000201839	14	SNORD114-3	snoRNA	767579	HGNC:32991
ENSG00000234836	CHR_HSCHR6_MHC_DBB_CTG1	AIF1	protein_coding	199	HGNC:352
ENSG00000248282	4	MTCYBP44	processed_pseudogene		HGNC:52312
ENSG00000275266	11	H19_1	misc_RNA		
ENSG00000238793	17	SNORD124	snoRNA	101340251	HGNC:33563
ENSG00000276512	CHR_HSCHR19KIR_GRC212_BA1_HAP_CTG3_1	GU182353.1	transcribed_unprocessed_pseudogene		
ENSG00000183248	19	PRR36	protein_coding	80164	HGNC:26172
ENSG00000207342	14	Y_RNA	misc_RNA		
ENSG00000280993	CHR_HSCHR3_3_CTG3	LINC00969	lincRNA		HGNC:48729
ENSG00000200390	2	Y_RNA	misc_RNA		
ENSG00000236735	X	RPL31P63	processed_pseudogene		HGNC:35666
ENSG00000143622	1	RIT1	protein_coding	6016	HGNC:10023
ENSG00000216060	X	MIR934	miRNA	100126324	HGNC:33677
ENSG00000222650	1	RNU2-70P	snRNA		HGNC:48563
ENSG00000222338	12	RNU6-174P	snRNA		HGNC:47137
ENSG00000267629	19	AC138430.4	processed_transcript		
ENSG00000167608	19	TMC4	protein_coding	147798	HGNC:22998
ENSG00000266618	1	MIR4742	miRNA	100616468	HGNC:41565
ENSG00000265617	20	MIR548AG2	miRNA	100616440	HGNC:41745
ENSG00000212565	17	SNORA68	snoRNA		
ENSG00000256987	12	RP11-428G5.7	processed_pseudogene		
ENSG00000205327	12	OR6C68	protein_coding	403284	HGNC:31297
ENSG00000227739	CHR_HSCHR6_MHC_COX_CTG1	TUBB	protein_coding	203068	HGNC:20778
ENSG00000276377	CHR_HSCHR15_3_CTG3	Metazoa_SRP	misc_RNA		
ENSG00000201737	2	RNU1-133P	snRNA		HGNC:48475
ENSG00000279374	1	AL596220.1	protein_coding		
ENSG00000283634	10	MIR3155B	miRNA	100628560	HGNC:50003
ENSG00000228677	21	TTC3-AS1	antisense	100874006	HGNC:40595
ENSG00000107968	10	MAP3K8	protein_coding	1326	HGNC:6860
ENSG00000265328	3	MIR548AB	miRNA	100616336	HGNC:41825
ENSG00000207034	18	Y_RNA	misc_RNA		
ENSG00000179695	12	OR6C2	protein_coding	341416	HGNC:15436
ENSG00000202263	1	RNA5SP22	rRNA		HGNC:42590
ENSG00000222477	11	RNU2-23P	snRNA		HGNC:48516
ENSG00000263602	17	MIR3185	miRNA	100422978	HGNC:38391
ENSG00000055130	7	CUL1	protein_coding	8454	HGNC:2551
ENSG00000207561	17	MIR635	miRNA	693220	HGNC:32891
ENSG00000283160	17	MIR4521	miRNA	100616406	HGNC:41813
ENSG00000273517	CHR_HSCHR19KIR_RP5_B_HAP_CTG3_1	KIR2DS1	protein_coding	3806	HGNC:6333
ENSG00000278113	13	uc_338	misc_RNA		
ENSG00000265137	20	MIR3192	miRNA	100422875	HGNC:38202
ENSG00000263670	5	MIR4457	miRNA	100616235	HGNC:41554
ENSG00000216001	X	MIR450B	miRNA	100126302	HGNC:33642
ENSG00000252489	4	RNU6-197P	snRNA		HGNC:47160
ENSG00000252449	3	RNU6-139P	snRNA		HGNC:47102
ENSG00000200343	1	RNA5S8	rRNA	100169759	HGNC:34369
ENSG00000207863	21	MIR125B2	miRNA	406912	HGNC:31507
ENSG00000252661	19	RNU6-782P	snRNA		HGNC:47745
ENSG00000202331	4	RNA5SP167	rRNA		HGNC:43067
ENSG00000248275	5	TRIM52-AS1	processed_transcript	100507602	HGNC:49006
ENSG00000232077	1	LINC01031	lincRNA	101929184	HGNC:49017
ENSG00000206976	11	SNORA7	snoRNA		
ENSG00000077585	1	GPR137B	protein_coding	7107	HGNC:11862
ENSG00000221662	1	MIR1290	miRNA	100302276	HGNC:35283
ENSG00000249488	4	NACAP5	processed_pseudogene		HGNC:49492
ENSG00000181915	10	ADO	protein_coding	84890	HGNC:23506
ENSG00000212586	6	SNORA8	snoRNA		
ENSG00000276641	16	MIR6769A	miRNA	102466731	HGNC:50079
ENSG00000105278	19	ZFR2	protein_coding	23217	HGNC:29189
ENSG00000200455	4	RNU6-1112P	snRNA		HGNC:48075
ENSG00000253993	8	RP11-451O18.1	processed_pseudogene		
ENSG00000226994	2	AC012593.1	lincRNA		
ENSG00000274847	GL000194.1	AC145212.1	protein_coding		
ENSG00000205609	16	EIF3CL	protein_coding	728689	HGNC:26347
ENSG00000161652	19	IZUMO2	protein_coding	126123	HGNC:28518
ENSG00000248257	19	PSG10P	transcribed_unprocessed_pseudogene		HGNC:9515
ENSG00000254959	7	INMT-FAM188B	protein_coding		HGNC:41995
ENSG00000235545	1	RP11-230B22.1	antisense		
ENSG00000212458	4	SNORA48	snoRNA		
ENSG00000278098	15	MIR7973-1	miRNA	102466250	HGNC:50040
ENSG00000265165	14	MIR4307	miRNA	100423019	HGNC:38257
ENSG00000212229	6	SNORD65	snoRNA		
ENSG00000128692	2	EIF2S2P4	processed_pseudogene		HGNC:37626
ENSG00000252283	17	Vault	misc_RNA		
ENSG00000223772	X	GEMIN8P3	processed_pseudogene		HGNC:37978
ENSG00000275818	22	MIR6818	miRNA	102466742	HGNC:49940
ENSG00000277671	21	pRNA	misc_RNA		
ENSG00000271461	20	RP4-673D20.6	processed_pseudogene		
ENSG00000277063	8	MIR8084	miRNA	102467005	HGNC:50075
ENSG00000264477	3	MIR5682	miRNA	100847043	HGNC:43477
ENSG00000198959	20	TGM2	protein_coding	7052	HGNC:11778
ENSG00000214125	22	RP3-412A9.15	processed_pseudogene		
ENSG00000221176	8	MIR1207	miRNA	100302175	HGNC:35273
ENSG00000253075	14	RN7SKP92	misc_RNA		HGNC:45816
ENSG00000234670	12	OR6C64P	unprocessed_pseudogene		HGNC:31294
ENSG00000137727	11	ARHGAP20	protein_coding	57569	HGNC:18357
ENSG00000221017	19	MIR1323	miRNA	100302255	HGNC:35251
ENSG00000180730	13	SHISA2	protein_coding	387914	HGNC:20366
ENSG00000183668	19	PSG9	protein_coding	5678	HGNC:9526
ENSG00000278702	1	Metazoa_SRP	misc_RNA		
ENSG00000134438	18	RAX	protein_coding	30062	HGNC:18662
ENSG00000248480	4	RP11-313E19.1	processed_pseudogene		
ENSG00000266890	5	MIR4634	miRNA	100616202	HGNC:41559
ENSG00000234477	17	AC004231.2	antisense		
ENSG00000202297	10	RNY3P12	misc_RNA		HGNC:50888
ENSG00000234535	13	RP11-37L2.1	lincRNA		
ENSG00000269138	19	ZNF209P	unprocessed_pseudogene		HGNC:13000
ENSG00000144935	3	TRPC1	protein_coding	7220	HGNC:12333
ENSG00000274287	CHR_HSCHR8_3_CTG7	SCRIB	protein_coding	23513	HGNC:30377
ENSG00000274287	CHR_HSCHR8_3_CTG7	SCRIB	protein_coding	100126338	HGNC:30377
ENSG00000252707	17	RNU11-2P	snRNA		HGNC:46942
ENSG00000281183	15	NPTN-IT1	sense_intronic		HGNC:45091
ENSG00000212539	18	U3	snoRNA		
ENSG00000226180	16	RP11-278A23.1	lincRNA	100129215	
ENSG00000172478	2	C2orf54	protein_coding	79919	HGNC:26216
ENSG00000276063	14	RP11-817G13.3	lincRNA		
ENSG00000270384	1	U1	snRNA		
ENSG00000204194	6	RPL12P1	processed_pseudogene		HGNC:13976
ENSG00000177989	22	ODF3B	protein_coding	440836	HGNC:34388
ENSG00000200468	16	RNA5SP403	rRNA		HGNC:43303
ENSG00000264373	17	RP11-227G15.6	processed_pseudogene		
ENSG00000210181	3	RNU6ATAC4P	snRNA		HGNC:34094
ENSG00000140463	15	BBS4	protein_coding	585	HGNC:969
ENSG00000277963	CHR_HSCHR19KIR_FH15_A_HAP_CTG3_1	LILRP2	transcribed_processed_pseudogene	79166	HGNC:15497
ENSG00000242703	7	CCT4P1	processed_pseudogene		HGNC:35151
ENSG00000201825	18	RNU6-1131P	snRNA		HGNC:48094
ENSG00000179626	12	OR6C4	protein_coding	341418	HGNC:19632
ENSG00000201612	12	RN7SKP15	misc_RNA		HGNC:45739
ENSG00000227218	9	RP11-203J24.8	antisense		
ENSG00000257612	14	MIR4307HG	lincRNA	101927081	HGNC:52004
ENSG00000004948	7	CALCR	protein_coding	799	HGNC:1440
ENSG00000273118	2	AC079610.1	sense_overlapping		
ENSG00000268717	19	BNIP3P33	processed_pseudogene		HGNC:49713
ENSG00000160055	1	TMEM234	protein_coding	56063	HGNC:28837
ENSG00000134490	18	TMEM241	protein_coding	85019	HGNC:31723
ENSG00000228982	1	RP11-107G24.3	unprocessed_pseudogene		
ENSG00000093072	22	CECR1	protein_coding	51816	HGNC:1839
ENSG00000275843	CHR_HSCHR19LRC_LRC_J_CTG3_1	NLRP2	protein_coding	55655	HGNC:22948
ENSG00000066827	8	ZFAT	protein_coding	57623	HGNC:19899
ENSG00000272338	8	RP11-722E23.2	lincRNA		
ENSG00000250027	4	RP11-563E2.2	antisense		
ENSG00000219487	6	RP11-365H23.1	processed_pseudogene		
ENSG00000231409	15	RP11-83J16.1	processed_pseudogene		
ENSG00000225877	19	AC004603.4	lincRNA	100289650	
ENSG00000100577	14	GSTZ1	protein_coding	2954	HGNC:4643
ENSG00000078369	1	GNB1	protein_coding	2782	HGNC:4396
ENSG00000236500	1	RP4-680D5.4	processed_pseudogene		
ENSG00000269921	4	RP11-646I6.5	lincRNA		
ENSG00000261317	16	RP11-566K11.5	antisense		
ENSG00000180305	20	WFDC10A	protein_coding	140832	HGNC:16139
ENSG00000256433	12	RP1-102E24.8	lincRNA		
ENSG00000235606	4	AK4P6	processed_pseudogene		HGNC:39069
ENSG00000269796	19	AC011516.1	lincRNA		
ENSG00000166090	14	IL25	protein_coding	64806	HGNC:13765
ENSG00000232174	5	CTB-164L20.1	processed_pseudogene		
ENSG00000237528	X	RP11-234P3.4	processed_pseudogene		
ENSG00000276968	13	RP11-90M2.5	antisense		
ENSG00000240107	3	RP11-628J14.1	processed_pseudogene		
ENSG00000108244	17	KRT23	protein_coding	25984	HGNC:6438
ENSG00000240891	3	PLCXD2	protein_coding	257068	HGNC:26462
ENSG00000214018	X	RRM2P3	processed_pseudogene		HGNC:10455
ENSG00000133105	13	RXFP2	protein_coding	122042	HGNC:17318
ENSG00000229676	19	ZNF492	protein_coding	57615	HGNC:23707
ENSG00000236690	Y	AC007274.5	unprocessed_pseudogene		
ENSG00000239003	13	RNU7-88P	snRNA		HGNC:42617
ENSG00000254144	8	RP11-661A12.4	antisense		
ENSG00000252065	14	RNU6-864P	snRNA		HGNC:47827
ENSG00000255300	11	RP11-148I19.1	lincRNA		
ENSG00000201708	12	RNA5SP359	rRNA		HGNC:43259
ENSG00000235761	1	MTCO3P46	processed_pseudogene		HGNC:52165
ENSG00000135913	2	USP37	protein_coding	57695	HGNC:20063
ENSG00000135046	9	ANXA1	protein_coding	301	HGNC:533
ENSG00000198870	9	STKLD1	protein_coding	169436	HGNC:28669
ENSG00000275975	X	Metazoa_SRP	misc_RNA		
ENSG00000226227	CHR_HSCHR6_MHC_SSTO_CTG1	DASS-397D15.5	unprocessed_pseudogene		
ENSG00000239820	14	RN7SL213P	misc_RNA		HGNC:46229
ENSG00000251774	3	RNU6-377P	snRNA		HGNC:47340
ENSG00000104231	8	ZFAND1	protein_coding	79752	HGNC:25858
ENSG00000230105	X	RP11-431N15.2	lincRNA		
ENSG00000232068	X	AF003529.2	unprocessed_pseudogene		
ENSG00000249763	4	RP11-618I10.1	processed_pseudogene		
ENSG00000223126	12	RN7SKP263	misc_RNA		HGNC:45987
ENSG00000128016	19	ZFP36	protein_coding	7538	HGNC:12862
ENSG00000241223	18	RN7SL39P	misc_RNA		HGNC:46055
ENSG00000237705	5	AC008937.2	antisense		
ENSG00000221855	7	TAS2R41	protein_coding	259287	HGNC:18883
ENSG00000199849	1	RNU5F-6P	snRNA		HGNC:42523
ENSG00000264791	17	CTC-304I17.2	antisense		
ENSG00000238653	1	RNU7-62P	snRNA		HGNC:34158
ENSG00000270961	15	IGHD5OR15-5A	IG_D_gene		HGNC:5512
ENSG00000178836	2	AC114812.5	transcribed_processed_pseudogene	100286922	
ENSG00000275996	11	SNORD27	snoRNA	9301	HGNC:10149
ENSG00000268696	19	ZNF723P	unprocessed_pseudogene		HGNC:32286
ENSG00000212422	7	U3	snoRNA		
ENSG00000225478	1	RP1-8B22.2	processed_pseudogene		
ENSG00000257875	12	RP11-263K4.1	processed_pseudogene		
ENSG00000207474	13	RNY1P7	misc_RNA		HGNC:42484
ENSG00000227236	1	RP11-365D9.1	processed_pseudogene		
ENSG00000197334	8	Metazoa_SRP	misc_RNA		
ENSG00000281973	CHR_HSCHR14_3_CTG1	IGHV3-37	IG_V_pseudogene		HGNC:5600
ENSG00000264895	17	RP11-421E14.2	sense_intronic		
ENSG00000139083	12	ETV6	protein_coding	2120	HGNC:3495
ENSG00000245970	8	KB-1208A12.3	antisense		
ENSG00000282497	CHR_HSCHR7_2_CTG6	TRBV15	TR_V_gene		HGNC:12190
ENSG00000145817	5	YIPF5	protein_coding	81555	HGNC:24877
ENSG00000227906	20	SNAP25-AS1	antisense	100131208	HGNC:44312
ENSG00000258186	16	SLC7A5P2	transcribed_processed_pseudogene		HGNC:24951
ENSG00000280411	14	IGHV1-69-2	IG_V_gene		HGNC:5562
ENSG00000115934	12	RP11-153K16.2	lincRNA		
ENSG00000242083	4	RPL7AP31	processed_pseudogene		HGNC:36857
ENSG00000275796	CHR_HSCHR19LRC_COX2_CTG3_1	NLRP2	protein_coding	55655	HGNC:22948
ENSG00000168066	11	SF1	protein_coding	7536	HGNC:12950
ENSG00000232664	X	LARP1BP3	processed_pseudogene		HGNC:44085
ENSG00000254695	11	RP11-396O20.1	lincRNA		
ENSG00000170456	12	DENND5B	protein_coding	160518	HGNC:28338
ENSG00000231561	19	CEACAMP5	unprocessed_pseudogene		HGNC:1827
ENSG00000211665	22	IGLV3-16	IG_V_gene		HGNC:5901
ENSG00000241451	12	RPS27P22	processed_pseudogene		HGNC:36090
ENSG00000159167	8	STC1	protein_coding	6781	HGNC:11373
ENSG00000219773	6	RPSAP45	processed_pseudogene		HGNC:35857
ENSG00000196998	X	WDR45	protein_coding	11152	HGNC:28912
ENSG00000085231	5	AK6	protein_coding	102157402	HGNC:49151
ENSG00000148180	9	GSN	protein_coding	2934	HGNC:4620
ENSG00000136758	10	YME1L1	protein_coding	10730	HGNC:12843
ENSG00000115145	2	STAM2	protein_coding	10254	HGNC:11358
ENSG00000138271	3	GPR87	protein_coding	53836	HGNC:4538
ENSG00000124467	19	PSG8	protein_coding	440533	HGNC:9525
ENSG00000163453	4	IGFBP7	protein_coding	3490	HGNC:5476
ENSG00000248109	5	CTC-295J13.3	protein_coding	105378220	
ENSG00000138755	4	CXCL9	protein_coding	4283	HGNC:7098
ENSG00000227357	CHR_HSCHR6_MHC_SSTO_CTG1	HLA-DRB4	protein_coding	3126	HGNC:4952
ENSG00000101938	X	CHRDL1	protein_coding	91851	HGNC:29861
ENSG00000223949	1	ROR1-AS1	antisense	101927034	HGNC:40508
ENSG00000189167	13	ZAR1L	protein_coding	646799	HGNC:37116
ENSG00000271661	19	BNIP3P36	processed_pseudogene		HGNC:49716
ENSG00000212546	X	RNU6-995P	snRNA		HGNC:47958
ENSG00000102931	16	ARL2BP	protein_coding	23568	HGNC:17146
ENSG00000271907	X	SNORA35	snoRNA		
ENSG00000261558	19	CTD-2291D10.2	lincRNA	101929164	
ENSG00000238884	8	RNU7-85P	snRNA		HGNC:34181
ENSG00000222206	4	Y_RNA	misc_RNA		
ENSG00000234343	CHR_HSCHR6_MHC_DBB_CTG1	NEU1	protein_coding	4758	HGNC:7758
ENSG00000277608	9	RP11-321L2.3	unprocessed_pseudogene		
ENSG00000171448	9	ZBTB26	protein_coding	57684	HGNC:23383
ENSG00000281781	11	AP001888.1	protein_coding		
ENSG00000260157	17	CH17-53B9.2	transcribed_unprocessed_pseudogene		
ENSG00000275939	5	uc_338	misc_RNA		
ENSG00000242483	8	RN7SL293P	misc_RNA		HGNC:46309
ENSG00000221737	3	MIR548I1	miRNA	100302204	HGNC:35352
ENSG00000265028	3	MIR4792	miRNA	100616448	HGNC:41577
ENSG00000252636	17	RNU6-826P	snRNA		HGNC:47789
ENSG00000207827	6	MIR30A	miRNA	407029	HGNC:31624
ENSG00000259681	15	RP11-96O20.2	lincRNA		
ENSG00000211578	X	MIR766	miRNA	768218	HGNC:33139
ENSG00000243136	9	RN7SL22P	misc_RNA		HGNC:46038
ENSG00000264617	17	AC144838.3	unprocessed_pseudogene		
ENSG00000258848	15	GRAMD4P6	processed_pseudogene		HGNC:49141
ENSG00000228386	20	RP5-1125A11.4	lincRNA		
ENSG00000212598	3	U3	snoRNA		
ENSG00000227813	22	RP1-180M12.1	processed_pseudogene		
ENSG00000212450	7	RNU6-241P	snRNA		HGNC:47204
ENSG00000283036	3	RP11-101C21.4	lincRNA		
ENSG00000274748	17	CH17-53B9.4	unprocessed_pseudogene		
ENSG00000130429	7	ARPC1B	protein_coding	10095	HGNC:704
ENSG00000207924	12	MIR196A2	miRNA	406973	HGNC:31568
ENSG00000266750	6	MIR4645	miRNA	100616285	HGNC:41689
ENSG00000263510	12	MIR4497	miRNA	100616454	HGNC:41737
ENSG00000207769	6	MIR586	miRNA	693171	HGNC:32842
ENSG00000274589	11	Metazoa_SRP	misc_RNA		
ENSG00000229477	8	FAM90A16P	unprocessed_pseudogene		HGNC:32264
ENSG00000279399	10	RP11-369J21.12	TEC		
ENSG00000280126	10	AC069542.1	pseudogene		
ENSG00000223581	10	RP11-393K12.2	lincRNA		
ENSG00000264566	X	MIR23C	miRNA	100500809	HGNC:38913
ENSG00000235765	CHR_HSCHR6_MHC_MCF_CTG1	SAPCD1-AS1	processed_transcript		HGNC:39824
ENSG00000207321	1	RNU6-160P	snRNA		HGNC:47123
ENSG00000278399	12	RP11-74M13.5	unprocessed_pseudogene		
ENSG00000277242	CHR_HSCHR16_1_CTG1	Y_RNA	misc_RNA		
ENSG00000253099	11	RNU2-60P	snRNA		HGNC:48553
ENSG00000280119	2	AC093642.1	TEC		
ENSG00000279809	2	AC005538.3	TEC		
ENSG00000265105	CHR_HSCHR6_MHC_QBL_CTG1	Y_RNA	misc_RNA		
ENSG00000245928	4	RP11-630D6.5	antisense	101928809	
ENSG00000277818	5	Y_RNA	misc_RNA		
ENSG00000223824	2	AC019178.3	processed_pseudogene		
ENSG00000152229	18	PSTPIP2	protein_coding	9050	HGNC:9581
ENSG00000206676	15	Y_RNA	misc_RNA		
ENSG00000244391	12	RN7SL330P	misc_RNA		HGNC:46346
ENSG00000181171	8	FER1L6-AS1	antisense	439941	HGNC:26652
ENSG00000099889	22	ARVCF	protein_coding	421	HGNC:728
ENSG00000234328	CHR_HSCHR6_MHC_SSTO_CTG1	TNXA	unprocessed_pseudogene		HGNC:11975
ENSG00000202151	13	RNY4P28	misc_RNA		HGNC:42496
ENSG00000155636	2	RBM45	protein_coding	129831	HGNC:24468
